Number|title|author|key|stanzas
1|HOLY SABBATH.|||8|The pure, unfailing Word of God#n#Foundation ever sure#n#Its statutes, precepts and its laws,#n#Are written for the pure.#n#|In paradise where man was led,#n#The word will safely guide;#n#And if he should this law evade,#n#His steps would surely slide.#n#|The Holy Sabbath here was made,#n#Which God did sanctify;#n#And if we would our God obey,#n#We must with this comply.#n#|In after times, when Moses liv'd,#n#This law was ratified#n#And all who keet this holy word,#n#May know they're sanctified.#n#|Still farther down the stream of time,#n#We hear the prophet say#n#Hearken, fear not reproach nor shame,#n#Who keep the seventh day.#n#|For thus the Mighty God hath said#n#To those who truly rest,#n#Thou shalt on the high places ride,#n#And feed among the blest.#n#|Here too are they who patient are, #n#And keep commandments pure,#n#They'll in the Holy City share,#n#If to the end endure.#n#|Then let us still pursue this road,#n#Till we fair Canaan gain,#n#Then we shall walk the street of gold,#n#And in that rest remain.#n#|
2|SECOND ADVENT HISTORY.|||5|Lo! an angel loud proclaiming,#n#With the gospel of good news,#n#To every kindred, tongue and people;#n#Fear the Lord; give glory due;#n#Proclamation#n#Of the hour of judgement near.#n#|Lo! another angel follows,#n#With another solemn cry!#n#Babylon the great is fallen,#n#Peals like thunder through the sky :#n#Let "thy people,"#n#Now forsake her POIS'NOUS CREEDS.#n#|Yet, a third and solemn message,#n#Now proclaims a final doom;#n#All who "worship Beast or Image;"#n#Soon shall drink the wrath of God#n#Without mixture,#n#Mercy now no longer pleads.#n#|Here are they, who now are waiting,#n#And have patience to endure;#n#While the DRAGON'S hosts are raging,#n#These confide in God secure#n#Faith of Jesus;#n#And COMMANDMENTS, keep them pure.#n#|Hear a voice from heav'n proclaiming,#n#"Write" the message, "firm decree,"#n#Bless'd are they, who die in Jesus,#n#"From hence forth" for ever be#n#The Spirit sanctions,#n#And the Saints ADORE His LAW. #n#|
3|HEAVEN.|||3|We speak of the joys of the blest—#n#Of that country so bright and so fair;#n#And oft are its glories confest;#n#But what must it be to be there?#n#We speak of its pathway of gold;#n#Of its walls deck'd with jewels so rare,#n#Of its wonders and pleasures untold#n#But what must it be to be there?#n#|We speak of its freedom from sin,#n#From sorrow, temptation and care,#n#From trials without and within#n#But what must it be to be there?#n#We speak of its service of love;#n#Of the robes which the glorified wear;#n#Of the Church of the first born above,#n#But what must it be to be there?#n#|Do Thou 'midst temptation or wo,#n#Still for heaven my Sprit prepare;#n#And shortly I also shall know,#n#And feel what it is to be there.#n#Then o'er the bright fields we shall roam,#n#In glory celestial and fair,#n#With saints and with angels at home,#n#And Jesus himself will be there.#n#|
4|WASHING FEET.|||4|When Jesus Christ was here below,#n#He taught his people what to do:#n#And if we would his precepts keep,#n#We must attend to washing feet.#n#For on that night he was betray'd,#n#He for us all a pattern laid#n#Soon as his supper He did eat,#n#He rose and wash'd his brethren's feet.#n#|The Lord who made the earth and sky,#n#Arose and laid his garments by;#n#And wash'd their feet to show that we;#n#Like Christ, should always humble be.#n#He wash'd them all, tho' all were clean,#n#Save Judas, who was full of sin.#n#May none of us, like Judas, sell#n#Our Lord for gold, and go to hell. #n#|Said Peter, Lord, it shall not be;#n#Thou shalt not stoop to washing me#n#Oh! that no Christian now may say,#n#I cannot Jesus' word obey.#n#Ye call me Lord and Master too;#n#Then do as I have done to you;#n#All my commands and sayings keep,#n#And show your love by washing feet#n#|Ye shall be happy, if ye know#n#And do these things, by faith below;#n#For I'll protect you till I come,#n#And then I'll take you to your home#n#The Lord of glory stoops to men,#n#And an example sets for them#n#If in humility complete,#n#Salute the saints and wash their feet.#n#|
5|THE JOYS OF EDEN.|||3|How sweet to reflect on those joys that await me#n#In yon blissful region, the haven of rest,#n#Where bright holy angels with welcome shall greet me.#n#And lead me to mansions prepar'd for the blest.#n#Encircled in light, and with glory enshrouded,#n#My happiness perfect, my mind's sky unclouded,#n#I'll bathe in the ocean of pleasure unbounded,#n#And range with delight through the Eden of Love.#n#|While angelic legions, with harps tun'd celestial,#n#Harmoniously join in the concert of praise,#n#The saints, as they flock from the regions terrestrial,#n#In loud hallejujahs their voices will raise#n#Then songs to the Lamb shall re—echo thro' heaven,#n#My soul will respond, to Immanuel be given,#n#All glory, all honor, all might and dominion,#n#Who brought us through grace to the Eden of Love#n#|Then hail, blessed state! hail, ye songsters of glory!#n#Ye harpers of bliss, soon I'll meet you above,#n#And join your full choir in rehearsing the story,#n#“Salvation from sorrow, through Jesus' love:"#n#Though 'prison'd in earth, yet, by anticipation,#n#Already my soul feels a sweet prelibation#n#Of joys that await me, when freed from probation;#n#My heart's now in heaven, the Eden, of Love. #n#|
6|THE SEAL.|||6|Behold a light appears,#n#The holy Sabbath day,#n#And magnified so clear,#n#That none may need to stray;#n#Though small at first, as sun beam's ray,#n#Its strength ascends to perfect day.#n#|It is the message clear#n#Ascending from the east,#n#God's servants now appear#n#Who will not worship "BEAST;"#n#Four angels hold the winds reveal'd,#n#Until God's servants all are seal'd.#n#|Hebrews in Egypt's land#n#Must all receive a sign,#n#When forth from Pharaoh's hand#n#Deliverance was design'd;#n#A sign, a token, thus shall be,#n#Before the earth and heavens flee.#n#|The Sabbath is a sign,#n#A mark which all may see,#n#And sure will draw a line#n#When servants all are seal'd,#n#And while destruction’s in the land#n#This mark will guard the waiting band.#n#|Then wrath in vengeance comes,#n#The great and dreadful day!#n#God's voice in thunder tones,#n#Shakes heaven and earth and sea;#n#Ye living saints who faithful be,#n#No plague shall e'er come nigh to thee.#n#|O God, the living God,#n#Do thou the seal apply,#n#And from destruction's rod,#n#Oh! keep us lest we die;#n#And while the storm of wrath descends,#n#Oh ! hide us, till the earth be cleans'd.#n#|
7|ADVENTISTS’ EXPERIENCE.|||7|Hail, partners in the Advent band!#n#Your race is almost run#n#God’s led you with his own right hand, #n#Since looking for his Son.#n#All hail, ye lov'd ones of my God,#n#Come listen to my song,#n#While I recount the steps we've trod,#n#Nor shall the strain be long.#n#|But, forty—three flew quickly by#n#And left us toiling here;#n#Then slumber stole upon each eye#n#And closed each listening ear.#n#In forty—four, we heard a cry#n#At midnight pealing forth—#n#Behold, the heavenly Bridegroom's nigh,#n#He'll soon descend to earth.#n#|It truly was a solemn cry,#n#As ever earth did hear#n#Like many waters rushing by,#n#It fell upon the ear.#n#Each virgin rose and trimm'd the lamp,#n#With eager haste went out#n#From north to south, throughout the camp,#n#Was heard one mighty shout.#n#|Each heart with solemn rapture swelt'd,#n#As we proclaim'd the cry—#n#Nor heeded we the scoffs that fell#n#From many a passer by.#n#Like ancient men of Galilee,#n#We gaz'd into the sky,#n#Doubtless our Lord we soon should see#n#Descending from on high.#n#|Our longing eyes were rais'd in vain,#n#To meet Him in the air,#n#For 'twas not so, the Bridegroom came,#n#His Bride's not here, but there.#n#There to the fair Jerusalem,#n#Unseen by mortal eye,#n#Jesus our King and Priest did come, #n#Thus answering to the cry.#n#|'Tis there, within the pearly gates,#n#A marriage feast is spread#n#'Twas purchas'd for the scatter'd saints#n#By Christ, their living Head.#n#Then let us patient wait awhile,#n#Till we those joys do see;#n#There we shall bask beneath his smile#n#To all eternity.#n#|
8|O HAIL, HAPPY DAY.|||5|O hail, happy day, that speaks our trials ended,#n#Our Lord has come to take us home;#n#O hail, happy day;#n#No more by doubts or fears distress'd,#n#We now shall gain our promis'd rest,#n#And be for ever blest; O hail, happy day.#n#|Swell loud the glad note, our bondage now is over;#n#The jubilee proclaims us free;#n#O hail, happy day;#n#The day that brings a sweet release,#n#That crowns our Jesus Prince#n#And bids our sorrows cease;#n#O hail, happy day.#n#|O hail, happy day, that ends our tears and sorrow,#n#That brings us joy without alloy,#n#O hail, happy day#n#There peace shall wave her scepter high#n#And love's fair banner greet the eye,#n#Proclaiming victory; O hail, happy day.#n#|We hail thy bright beams, O morn of Zion’s glory,#n#Thy blessed light breaks on our sight,#n#O hail, happy day;#n#Fair Beulah’s fields before us rise,#n#And sweetly burst upon our eyes,#n#The joys of Paradise; O hail happy day.#n#|Thrice hail, happy day, when earth shall smile in gladness,#n#And Eden bloom o'er nature’s tomb,#n#O hail, happy day;#n#Where life's pellucid waters glide,#n#Safe by the dear Redeemer's side,#n#For ever we'll abide; O hail, happy day. #n#|
9|THE BETTER LAND.|||4|We have heard from the bright, the holy land,#n#We have heard, and our hearts are glad;#n# For we were a lonely pilgrim band,#n#And weary, and worn, and sad.#n#They tell us the pilgrims have a dwelling there—#n#No longer are homeless ones;#n#And we know that the goodly land is fair;#n#Where life’s pure river runs.#n#|They say green fields are waving there,#n#That never a blight shall know;#n#And the deserts wild are blooming fair.#n#And the roses of Sharon grow.#n#There are lovely birds in the bowers green—#n#Their songs are blithe and sweet;#n#And their warblings gushing ever new#n#The angel’s harpings greet.#n#|We have heard of the palms, the robes, the crowns,#n#And the silvery band in white;#n#Of the city fair, with pearly gates,#n#All radiant with light.#n#We have heard of the angels there and saints,#n#With their harps of gold, how they sing;#n#Of the mount with the fruitful tree of life,#n#Of the leaves that healing brings.#n#|The King of that country, He is fair,#n#He’s the joy and light of the place!#n#In His beauty we shall behold Him there,#n#And bask in His smiling face.#n#We’ll be there; we’ll be there in a little while,#n#We’ll join the pure and the blest;#n#We’ll have the palm, the robe, the crown,#n#And forever be at rest.#n#|
10|RESTITUTION.|||3|Oh, spare Thy people, Lord,#n#And bring them full salvation;#n#Fulfill Thy faithful Word,#n#Rescue the sleeping nation.#n#Thou voice of God shout from on high;#n#The signal give for reaping;#n#Come Thou and reap the harvest dry;#n#Oh gather all the sleeping:#n#Spare now the “remnant” Lord, #n#The foe doth yet persue them,#n#Oh for Thy blessed word,#n#Do Thou with strength renew them.#n#|Oh, may thy kingdom come,#n#All power and dominion;#n#Bring now the faithful home,#n#On bright seraphic pinion#n#We're tried, o, come and take us home,#n#And give us crowns of glory,#n#We feel like those who weary roam#n#About some ruin hoary#n#Oh, may thy will be done.#n#On earth as 'tis in heaven;#n#May now the glorious Sun#n#Of righteousness be given.#n#|Oh! may the "City" come#n#Down from the opening heaven#n#The New Jerusalem,#n#Oh, may it now be given!#n#Its gates of pearl, its streets of gold,#n#Blaze with Thy brightest glory#n#The holy seers have raptur'd told#n#The new Creation's story!#n#Oh, may it now descend,#n#The City of foundations,#n#In triumph ne'er to end;#n#Rule Thou the "angry nations."#n#|
11|LORD'S PRAYER.|||5|Our Father who in heaven art,#n#Hallowed be thy name;#n#Thy kingdom come, Thy will be done,#n#In heav'n and earth the same.#n#|Give us this day our daily bread ; #n#Our trespasses forgive;#n#As we forgive our fellow—men,#n#May we thy grace receive.#n#Come, my Saviour, &c.#n#|And in temptation leave us not;#n#From evil us defend;#n#For Thine, O Lord, the kingdom is,#n#For ever, without end.#n#Come, my Saviour, &c.#n#|Thine is the power, O Lord, to bring#n#The kingdom down to men;#n#Thine is the glory evermore,#n#And kingdom without end.#n#Come, my Saviour, &c.#n#|In that glad day shall all thy saints#n#A joyful tribute bring,#n#Of praise and power, of joy and song,#n#To their exalted King.#n#Come, my Saviour, &c.#n#|Come, my Saviour, O my Saviour,#n#Come and bless thy people now,#n#While at thy feet we humbly bow,#n#O come and save us now.#n#Then will we sing our suff'rings o'er,#n#And praise thee evermore;#n#Then will we sing our suff'rings o'er,#n#And praise thee evermore.#n#|
12|CLOSE OF TIME.|||4|Time now is closing, Jesus will come;#n#Signs are fulfilling, earth's pillars groan:#n#Hark! hear the trumpet calls come home—#n#See earth reeling to her final doom.#n#|See slumbering millions rise from the earth;#n#Christ calls his people from south, from north—#n#Come home, my people, time is no more,#n#I've wash'd your robes white, your conflicts are o'er#n#|Hastening to see Thee, my soul would rise#n#To meet my Saviour in yonder skies;#n#With all the ransom'd who've gone before,#n#There I shall hail Thee on that peaceful shore,#n#|
13|HAVE YOU FAITH? |||3|Jesus our Saviour says—I will appear!#n#Have you faith?#n#My trumpet is sounding majestic and clear!#n#Have you faith?#n#The faithful alone I come to see,#n#And they shall live and reign with me,#n#Only have faith!#n#|Prophets have spoken, their words are fulfill'd,#n#Have you faith?#n#My word is establish'd, your anguish is still'd,#n#Have you faith?#n#The plan of salvation the faith's eye will see,#n#And live for ever and reign with Me,#n#Only have faith!#n#|Though I should tarry, be not dismay'd,#n#Have you faith?#n#The judgement is coming o'er all I've said,#n#Have you faith?#n#The doubt to the bondage, the faith, to the free,#n#To live for ever and reign with me,#n#Only have faith!#n#|
